Age,Job,Marital,Qualification,Default_Premium,Health_Insurance,General_Insurance,Contact,Month,Last_Contact_Day,Last_Contact_Duration,Contacts_During_Campaign,Previous_Contact_Days,Contacts_Before_Campaign,Previous_Outcome,Employement_Rates,Price_Variation,Consumer_Confidence_Index,Insurance_Rate,No_Employees,Client_Subscribed
41,0,1,1,1,0,0,1,4,0,23,7,999,0,1,1.4,93.9724735,-45.68639967,3.415280703,5203.792343,0
33,1,1,0,0,0,0,1,4,0,12,3,999,0,1,1.4,93.27747476,-37.68174437,2.817957404,5283.318539,0
38,6,2,0,1,2,2,1,4,0,375,5,999,0,1,1.4,93.06285976,-41.12596566,0.477960372,5285.861439,0
60,6,1,3,1,2,0,1,4,0,10,4,999,0,1,1.4,92.91493791,-41.85090079,2.213845759,5153.250887,0
36,0,1,1,0,2,0,1,4,0,21,3,999,0,1,1.4,93.23221681,-43.31556366,1.974425208,5223.670117,0
37,0,1,1,0,2,0,1,4,0,14,3,999,0,1,1.4,92.91390113,-48.4061724,5.584148908,5187.440963,0
52,5,1,4,0,2,0,1,4,0,11,12,999,0,1,1.4,93.16861912,-41.90665785,1.375458771,5146.463919,0
47,0,1,0,0,2,0,1,4,0,9,7,999,0,1,1.4,93.59794188,-43.62393897,3.20802457,5071.024378,0
44,1,1,0,0,0,0,1,4,0,109,4,999,0,1,1.4,92.25137554,-38.65744088,4.939324487,5167.352861,0
38,9,1,3,0,2,0,1,4,0,21,3,999,0,1,1.4,93.40958011,-41.19768999,5.373608157,5241.713908,0
46,0,1,1,0,2,0,1,4,0,7,3,999,0,1,1.4,92.91586137,-52.69449069,5.635483074,5143.570911,0
33,4,1,4,0,2,0,1,4,0,18,5,999,0,1,1.4,93.55748471,-42.98509433,-0.163702434,5123.873822,0
45,1,1,0,1,0,0,1,4,0,13,6,999,0,1,1.4,92.49546343,-40.83469633,3.972453363,5124.226084,0
38,0,1,4,0,0,0,1,4,0,24,5,999,0,1,1.4,93.4199544,-41.27642804,5.803719671,5234.264854,0
55,9,1,3,0,2,2,1,4,0,61,2,999,0,1,1.4,93.73667817,-41.58543556,2.449806522,5049.503604,0
29,10,2,4,0,0,0,1,4,0,6,17,999,0,1,1.4,92.9413357,-35.82182006,2.87993383,5190.528108,0
34,1,1,0,0,0,0,1,4,0,114,10,999,0,1,1.4,93.9019561,-41.53280443,0.298778448,5101.669173,0
25,1,1,0,1,0,0,1,4,0,11,7,999,0,1,1.4,93.90645641,-44.15528542,3.115007974,5282.891666,0
40,0,1,4,0,0,0,1,4,0,44,5,999,0,1,1.4,93.76513271,-41.62612103,6.736919068,5219.097125,0
46,0,1,0,1,0,2,1,4,0,24,4,999,0,1,1.4,93.65900392,-35.91948226,4.619156619,5069.989858,0
27,1,1,4,0,0,0,1,4,0,10,19,999,0,1,1.4,92.38761978,-41.96438714,3.566275981,5210.560382,0
51,1,0,5,1,0,0,1,4,0,197,6,999,0,1,1.4,93.02774149,-36.36824477,4.235321341,5096.757954,0
42,0,0,4,0,0,0,1,4,0,26,4,999,0,1,1.4,93.77451434,-35.59565291,6.002474894,5134.48795,0
57,6,1,0,1,2,0,1,4,0,185,4,999,0,1,1.4,93.48384963,-41.64172906,1.213443521,5307.181291,0
37,0,2,4,0,0,0,1,4,0,18,11,999,0,1,1.4,93.14395236,-33.82526035,3.64910812,5252.138933,0
45,11,1,5,0,0,0,1,4,0,61,4,999,0,1,1.4,93.1960589,-39.72605181,4.790460307,5151.760137,0
28,1,1,5,1,0,0,1,4,0,20,3,999,0,1,1.4,93.43376176,-39.29102854,4.66344894,5051.551408,0
47,4,0,4,0,0,0,1,4,0,8,3,999,0,1,1.4,93.67741004,-42.7394867,4.004835074,5171.048615,0
33,0,2,1,0,2,2,1,4,0,15,26,999,0,1,1.4,94.46058719,-43.12980242,4.211867134,5071.273623,0
58,9,2,3,0,2,2,1,4,0,39,4,999,0,1,1.4,93.10657104,-41.86903361,2.154077991,5161.743981,0
31,0,0,1,1,0,2,1,4,0,28,4,999,0,1,1.4,93.86813153,-38.1727787,2.121771136,5148.271336,0
52,7,3,3,0,2,0,1,4,0,7,2,999,0,1,1.4,95.09690986,-42.58591027,5.144659349,4987.356801,0
27,2,2,4,0,0,0,1,4,0,48,5,999,0,1,1.4,93.09495967,-44.13018502,2.471089684,5252.412502,0
32,0,1,4,0,0,0,1,4,0,18,9,999,0,1,1.4,94.05247098,-41.53573149,-0.451758408,5277.094249,0
36,0,2,4,0,0,0,1,4,0,35,7,999,0,1,1.4,94.05379064,-41.69417873,3.963751324,5227.23441,0
35,0,1,4,0,0,0,1,4,0,13,4,999,0,1,1.4,92.8446697,-39.4007718,0.706387797,5147.614563,0
28,0,2,1,0,0,0,1,4,0,22,16,999,0,1,1.4,94.00420317,-35.57618872,3.353904164,5248.596064,0
49,4,1,1,1,0,0,1,4,0,18,4,999,0,1,1.4,93.75381319,-33.80743989,5.419341425,5148.00485,0
29,0,1,5,0,1,1,1,4,0,83,3,999,0,1,1.4,94.67096686,-38.72675991,7.29392908,5177.11673,0
47,0,1,4,0,2,0,1,4,0,11,4,999,0,1,1.4,92.91764248,-34.17534561,2.627113632,5235.74866,0
38,0,1,1,0,2,0,1,4,0,447,2,999,0,1,1.4,93.00734872,-43.36658112,3.987894068,5202.460748,0
58,9,1,3,1,0,0,1,4,0,18,2,999,0,1,1.4,92.81744491,-41.796657,4.704484108,5128.775441,0
38,7,1,0,0,1,1,1,4,0,17,3,999,0,1,1.4,93.39442933,-42.28331637,5.667492359,5115.441533,0
46,0,1,1,0,0,2,1,4,0,492,3,999,0,1,1.4,94.26425441,-38.51366804,1.405447428,5195.391281,0
58,0,1,4,0,1,1,1,4,0,36,4,999,0,1,1.4,93.86220801,-32.24095604,0.86991492,5194.848784,0
27,1,1,0,1,2,0,1,4,0,34,8,999,0,1,1.4,93.77760802,-42.73218619,4.467256744,5178.240272,0
26,9,1,0,0,2,0,1,4,0,11,20,999,0,1,1.4,94.71306202,-44.28126971,3.2340141,5121.21756,0
29,0,1,4,0,2,0,1,4,0,9,16,999,0,1,1.4,93.84783978,-34.35116923,2.883016082,5113.059013,0
39,0,1,1,0,2,2,1,4,0,9,19,999,0,1,1.4,92.96910596,-35.83021346,5.425524379,5000.651454,0
33,10,1,0,0,0,0,1,4,0,11,6,999,0,1,1.4,93.81790151,-43.91426348,-0.116616939,5299.187924,0
48,1,1,3,0,2,2,1,4,0,12,24,999,0,1,1.4,93.48856863,-44.6476649,3.228319644,4992.359792,0
37,4,1,4,1,0,0,1,4,0,10,23,999,0,1,1.4,92.8990116,-43.84235974,2.774104983,5152.643501,0
38,3,1,0,0,0,0,1,4,0,86,4,999,0,1,1.4,94.26512674,-27.62835981,1.766544421,5085.062449,0
40,1,1,0,0,0,0,1,4,0,46,4,999,0,1,1.4,94.06776011,-37.02684942,5.236005064,5108.489795,0
55,1,1,0,1,1,1,1,4,0,32,4,999,0,1,1.4,93.40175067,-44.89254563,3.662632814,5309.839801,0
39,0,1,3,0,0,0,1,4,0,32,5,999,0,1,1.4,94.75788194,-34.0208568,5.511122403,5116.866384,0
40,0,2,3,1,0,2,1,4,0,36,4,999,0,1,1.4,93.36325376,-38.72106673,3.735978395,4992.535044,0
37,1,1,0,0,0,0,1,4,0,124,4,999,0,1,1.4,93.8015542,-36.50484843,3.079697588,5120.424537,0
39,1,2,0,1,0,0,1,4,0,15,3,999,0,1,1.4,93.15734584,-39.9581491,4.87974887,5143.319617,0
36,1,1,3,1,2,0,1,4,0,9,2,999,0,1,1.4,93.14640172,-38.29524478,0.794319538,5158.894513,0
35,8,2,4,1,0,0,1,4,0,10,3,999,0,1,1.4,93.51219728,-39.51272022,1.691592669,5154.294872,0
33,7,0,1,0,2,0,1,4,0,52,4,999,0,1,1.4,93.47501315,-48.01139121,2.488838106,5252.922612,0
41,9,1,1,0,2,0,1,4,0,145,24,999,0,1,1.4,94.16480338,-37.03378239,4.262727981,5159.583244,0
33,1,1,0,0,0,0,1,4,0,8,13,999,0,1,1.4,93.66492932,-43.2019108,3.632455879,5318.592244,0
24,7,2,1,0,0,0,1,4,0,12,8,999,0,1,1.4,93.24631346,-45.9291813,3.105625406,5003.336984,0
53,9,0,4,0,2,0,1,4,0,16,28,999,0,1,1.4,93.64408476,-38.08754835,2.303012527,5281.684106,0
32,0,2,4,1,0,0,1,4,0,44,15,999,0,1,1.4,93.51031217,-39.97719317,3.298944998,5148.758707,0
40,1,1,5,1,0,0,1,4,0,22,8,999,0,1,1.4,92.65791391,-29.4145849,1.360882544,5104.048098,0
51,1,1,0,1,0,0,1,4,0,60,4,999,0,1,1.4,93.74710055,-34.79589116,5.244958359,5312.802254,0
38,11,1,5,1,2,0,1,4,0,13,2,999,0,1,1.4,93.37587181,-39.19168806,1.753952512,5009.027255,0
53,9,1,5,0,0,0,1,4,0,51,2,999,0,1,1.4,92.3907971,-43.6352116,1.678105672,5186.80351,0
49,9,1,3,0,2,0,1,4,0,41,3,999,0,1,1.4,93.90205936,-45.88771491,3.904619907,5176.83981,0
42,4,1,1,0,0,0,1,4,0,20,5,999,0,1,1.4,93.73962891,-50.46957532,1.842420148,5230.723671,0
37,1,2,5,1,0,2,1,4,0,53,11,999,0,1,1.4,93.66369063,-48.14116132,2.467859781,5120.933292,0
47,1,0,0,0,2,2,1,4,0,9,18,999,0,1,1.4,92.51603049,-36.68917978,3.064274525,5223.717352,0
31,7,2,3,0,2,0,1,4,0,202,2,999,0,1,1.4,93.1751986,-43.86409409,4.321974544,5033.246096,0
46,1,2,1,0,0,0,1,4,0,310,2,999,0,1,1.4,92.65194665,-42.91234143,0.880258725,5136.088149,0
54,9,1,1,0,0,0,1,4,0,204,2,999,0,1,1.4,93.66423716,-49.03955109,3.029317965,5188.087621,0
39,10,0,0,1,0,0,1,4,0,638,9,999,0,1,1.4,92.32450058,-39.13596248,3.471293666,5273.593075,0
45,1,1,0,1,0,0,1,4,0,924,3,999,0,1,1.4,93.65314453,-36.01133795,5.390170314,5310.040013,1
32,7,1,1,0,0,0,1,4,0,298,4,999,0,1,1.4,94.20455472,-41.0780487,3.443703775,5149.786027,0
56,9,1,5,0,0,2,1,4,0,988,4,999,0,1,1.4,93.42629074,-33.84698529,2.029385048,5164.525556,1
29,7,2,1,1,0,0,1,4,1,123,2,999,0,1,1.4,93.92047651,-36.57673817,5.216978601,5124.699348,0
32,0,2,4,0,2,0,1,4,1,85,2,999,0,1,1.4,92.95664455,-39.47960286,4.334436464,5154.597335,0
40,0,2,4,0,0,0,1,4,1,498,2,999,0,1,1.4,92.11568568,-45.89979747,5.101514856,5250.240998,1
39,4,2,4,0,0,0,1,4,1,670,3,999,0,1,1.4,93.04345967,-35.05819245,2.256336299,5222.043805,1
25,1,1,0,0,2,0,1,4,1,82,5,999,0,1,1.4,93.7491665,-40.25081418,1.170690414,5109.999457,0
26,1,1,0,0,0,0,1,4,1,72,3,999,0,1,1.4,92.57913859,-35.08860699,5.042744039,5089.31169,0
46,4,1,0,0,0,0,1,4,1,53,4,999,0,1,1.4,94.05790073,-30.72271642,6.409559602,5236.366895,0
26,1,1,0,0,2,0,1,4,1,123,2,999,0,1,1.4,93.18361626,-46.61359024,3.344051159,5194.718834,0
54,1,1,3,0,0,0,1,4,1,364,2,999,0,1,1.4,92.92375554,-42.22768244,6.136139618,5265.313197,0
47,1,1,0,0,2,0,1,4,1,655,4,999,0,1,1.4,93.59181591,-42.36279138,3.73525403,5154.602752,0
40,4,0,4,1,1,1,1,4,1,88,2,999,0,1,1.4,93.91133161,-34.95569592,4.382102971,5259.993714,0
41,6,2,4,0,2,2,1,4,1,640,3,999,0,1,1.4,93.82773798,-43.49865895,3.594566529,5149.052676,0
36,9,1,0,0,0,0,1,4,1,339,4,999,0,1,1.4,93.82300238,-40.07928487,2.635391764,5194.821661,0
30,1,2,0,0,2,0,1,4,1,662,2,999,0,1,1.4,93.66644079,-45.47613269,4.566386647,5139.505849,1
58,4,1,4,1,0,0,1,4,1,25,2,999,0,1,1.4,94.89707823,-48.10009997,3.932885726,5105.731456,0
47,0,1,4,0,0,0,1,4,1,216,3,999,0,1,1.4,93.52320871,-48.65066118,3.406332286,5166.208454,0
52,4,1,0,0,0,0,1,4,3,165,5,999,0,1,1.4,94.60718637,-43.63920839,5.028465058,5295.35926,0
34,1,2,1,0,2,0,1,4,3,137,5,999,0,1,1.4,93.51917586,-39.59777293,4.922258127,5161.666074,0
30,7,1,1,0,2,0,1,4,3,62,5,999,0,1,1.4,93.85792663,-43.17997452,3.29472974,5182.679815,0
26,0,2,1,0,0,0,1,4,3,56,3,999,0,1,1.4,93.56143302,-45.28190978,0.938930134,5124.426037,0
58,7,1,1,0,2,0,1,4,3,790,3,999,0,1,1.4,93.66079358,-51.02856812,5.05082752,5204.954809,0
43,6,0,4,1,2,0,1,4,3,363,4,999,0,1,1.4,93.66687432,-38.26883292,4.927364462,5206.130062,0
31,1,1,0,0,0,0,1,4,3,481,6,999,0,1,1.4,94.33697162,-39.18934646,3.554398958,5148.308217,0
46,1,1,0,0,0,0,1,4,3,32,3,999,0,1,1.4,93.45809343,-39.61314448,5.558157605,5183.067504,0
39,0,2,1,0,0,0,1,4,3,183,3,999,0,1,1.4,93.49174462,-36.36499885,6.991318969,5143.842997,0
42,6,1,3,0,2,0,1,4,3,214,4,999,0,1,1.4,93.85584993,-40.45054198,6.455547718,5133.912652,0
37,7,1,1,1,2,0,1,4,3,146,3,999,0,1,1.4,92.97247121,-38.27841161,1.155109034,5183.744169,0
51,0,0,5,0,2,0,1,4,3,528,2,999,0,1,1.4,93.52427869,-39.49835616,0.804911168,5144.461786,1
37,7,1,1,0,2,2,1,4,3,351,3,999,0,1,1.4,93.25027545,-45.52839074,1.81793322,5245.303059,0
35,0,0,4,0,0,0,1,4,3,51,8,999,0,1,1.4,94.1764062,-39.94157323,4.499879857,5122.177085,0
55,1,1,0,1,2,0,1,4,3,103,6,999,0,1,1.4,92.62882814,-40.07490741,4.673554483,5292.397385,0
43,1,1,0,0,0,0,1,4,4,89,4,999,0,1,1.4,93.19024045,-40.24599912,6.305957348,5265.565749,0
29,2,2,4,0,0,0,1,4,4,347,1,999,0,1,1.4,92.95777766,-35.40029627,2.80845016,5211.163605,0
58,1,1,0,0,0,0,1,4,4,372,5,999,0,1,1.4,93.4257173,-42.68544957,2.81777846,5224.732196,0
34,1,1,0,1,0,0,1,4,4,411,1,999,0,1,1.4,93.78389017,-39.34638882,2.112732671,5157.886512,0
44,1,1,5,0,2,0,1,4,4,151,1,999,0,1,1.4,93.10262162,-37.70727112,1.61077745,5146.243369,0
42,6,1,4,1,2,0,1,4,4,157,1,999,0,1,1.4,93.58833467,-46.56651547,3.069486156,5174.855635,0
44,1,1,3,1,2,0,1,4,4,43,1,999,0,1,1.4,93.47879822,-37.32102226,3.032199746,5160.089254,0
32,1,2,0,0,2,0,1,4,4,75,1,999,0,1,1.4,93.38166119,-34.66512314,3.483568587,5145.402355,0
52,9,1,0,0,0,2,1,4,4,249,1,999,0,1,1.4,93.66593404,-42.73430388,4.424564507,5206.359643,0
36,1,1,0,0,2,0,1,4,4,268,1,999,0,1,1.4,93.90099465,-44.30183409,0.644319459,5241.697032,0
38,1,1,0,0,0,0,1,4,4,333,1,999,0,1,1.4,93.38337315,-44.91058637,5.108918653,5070.273687,0
39,9,1,0,1,2,0,1,4,4,155,1,999,0,1,1.4,93.25654591,-32.45495829,2.435315503,5181.560426,0
33,11,1,5,1,2,0,1,4,4,247,1,999,0,1,1.4,94.10626062,-39.85766866,6.343000175,5088.429855,0
39,7,1,0,1,2,0,1,4,4,100,1,999,0,1,1.4,93.78476151,-49.49229698,6.31092753,5155.914711,0
36,0,1,4,0,2,0,1,4,4,67,1,999,0,1,1.4,93.97026838,-45.02635459,2.298735149,5088.506889,0
44,7,1,0,0,2,0,1,4,4,162,2,999,0,1,1.4,93.17406905,-40.43896887,4.847024912,5129.106376,0
30,7,1,5,1,0,0,1,4,4,93,2,999,0,1,1.4,93.63111673,-48.43175975,4.607134216,5158.723555,0
29,1,0,0,1,0,0,1,4,4,231,1,999,0,1,1.4,93.70387351,-38.840933,4.963787744,5228.951244,0
34,9,1,3,0,0,0,1,4,4,67,2,999,0,1,1.4,92.55128177,-43.81012166,5.7807358,5235.543872,0
41,0,2,0,0,0,0,1,4,4,168,1,999,0,1,1.4,94.04440376,-37.17512834,-0.504931007,5085.172383,0
51,2,1,4,0,0,0,1,4,4,71,1,999,0,1,1.4,94.19720758,-38.27907039,3.805709513,5181.460865,0
28,0,1,1,0,0,0,1,4,4,151,1,999,0,1,1.4,94.21814935,-40.39519672,2.697581196,5152.457524,0
31,3,1,0,0,0,0,1,4,4,91,2,999,0,1,1.4,92.82809337,-44.54013294,6.224654587,5003.435713,0
46,7,0,3,1,2,0,1,4,4,292,2,999,0,1,1.4,94.17153649,-45.81372595,2.242637579,5188.341582,0
29,0,1,4,0,2,2,1,4,4,281,3,999,0,1,1.4,93.21401194,-44.52215869,4.180265379,5060.632567,0
33,7,2,1,0,0,0,1,4,4,375,2,999,0,1,1.4,93.70088182,-40.54632128,5.020083667,5199.147064,0
42,4,1,4,0,0,0,1,4,4,168,8,999,0,1,1.4,93.33932665,-41.20560703,6.419082887,5184.124901,0
36,1,1,5,1,0,0,1,4,4,456,3,999,0,1,1.4,92.89504602,-41.01588051,3.03081356,5244.02008,0
44,1,1,0,1,2,0,1,4,4,103,5,999,0,1,1.4,93.60804694,-43.75555107,4.336779031,5072.407626,0
39,1,1,0,0,0,0,1,4,4,305,4,999,0,1,1.4,94.47064503,-33.8836612,4.504017638,5040.367954,0
44,0,1,4,1,2,2,1,4,2,91,4,999,0,1,1.4,93.13065345,-40.36340088,2.726485705,5153.018067,0
45,0,1,1,0,2,0,1,4,2,650,2,999,0,1,1.4,92.94354635,-30.46145432,6.377829407,5133.330367,0
28,7,2,0,0,0,0,1,4,2,178,2,999,0,1,1.4,94.26001232,-37.21842592,3.030715554,5129.999589,0
59,5,1,0,0,0,2,1,4,2,465,2,999,0,1,1.4,93.91617621,-35.74018168,4.631324589,5162.753909,0
42,7,2,5,0,2,0,1,4,2,626,2,999,0,1,1.4,94.73637006,-40.25408585,3.688777443,5135.017211,0
58,7,1,0,0,0,0,1,4,2,322,2,999,0,1,1.4,92.70998512,-39.84910238,3.785245836,5132.045351,0
51,7,1,3,1,0,0,1,4,2,177,1,999,0,1,1.4,93.60262898,-37.74232963,3.92149307,5124.314158,0
31,1,1,0,1,2,2,1,4,2,519,3,999,0,1,1.4,92.65562134,-40.67150055,4.908349886,5231.968356,1
49,10,1,0,0,2,2,1,4,2,271,1,999,0,1,1.4,94.16712009,-40.76133944,4.487313879,5097.796676,0
48,1,1,1,0,2,2,1,4,2,677,3,999,0,1,1.4,94.07495127,-44.39167699,2.827082706,5138.453399,1
52,9,1,0,0,2,2,1,4,2,138,3,999,0,1,1.4,94.02764118,-38.33641138,3.338603253,5252.753419,0
29,1,2,0,0,2,0,1,4,2,215,3,999,0,1,1.4,93.9610196,-38.17308802,2.06242786,5223.697932,0
60,6,1,3,0,2,0,1,4,2,318,2,999,0,1,1.4,93.00870663,-46.10624884,3.027380949,5146.990282,0
28,0,2,3,0,0,2,1,4,2,253,1,999,0,1,1.4,93.35019453,-42.64165795,2.961164176,5247.158927,0
30,0,1,1,0,1,1,1,4,2,344,1,999,0,1,1.4,93.70474566,-39.08902769,2.417862797,5168.805649,0
30,0,2,4,0,0,0,1,4,2,301,4,999,0,1,1.4,92.53504504,-42.13718826,4.074610574,5203.303932,0
36,1,1,1,0,0,0,1,4,2,197,1,999,0,1,1.4,93.49388318,-31.12729893,1.861968132,5126.60536,0
56,0,0,1,0,2,0,1,4,2,71,1,999,0,1,1.4,92.43964649,-47.54778306,2.968908829,5225.874322,0
29,1,1,0,0,0,2,1,4,2,190,1,999,0,1,1.4,93.28618903,-31.32650791,0.539333544,5114.436536,0
45,9,2,3,1,2,2,1,4,2,116,1,999,0,1,1.4,94.53072064,-41.65504994,5.034368897,5310.777591,0
51,4,1,4,1,0,2,1,4,2,93,1,999,0,1,1.4,93.0743395,-47.41866527,4.579628606,5137.347407,0
35,6,1,3,1,2,0,1,4,2,29,1,999,0,1,1.4,92.79687903,-44.24885452,4.98816844,5224.066295,0
30,7,0,1,1,2,0,1,4,2,133,2,999,0,1,1.4,93.43750578,-28.93365385,3.148135646,5084.053984,0
39,1,1,0,0,2,0,1,4,2,150,1,999,0,1,1.4,93.50786496,-37.64692823,4.222729177,5148.285799,0
25,9,2,3,0,0,2,1,4,2,150,2,999,0,1,1.4,93.01660032,-43.43696804,5.727728756,5128.044113,0
36,1,2,0,0,2,0,1,4,2,182,2,999,0,1,1.4,93.88380003,-43.7775323,4.660723164,5179.461095,0
38,1,2,1,1,0,0,1,4,2,277,1,999,0,1,1.4,93.50590394,-39.44517815,2.842098451,5270.430459,0
29,0,1,4,0,0,0,1,4,2,176,7,999,0,1,1.4,93.84811576,-37.9708606,3.406370825,5095.387252,0
36,1,2,0,0,2,2,1,4,2,762,3,999,0,1,1.4,93.04354563,-38.04053817,1.124260826,5234.629798,1
37,0,2,4,1,2,0,1,4,2,179,3,999,0,1,1.4,93.36462574,-48.73370527,2.590216343,5107.890913,0
42,0,0,1,1,0,0,1,4,2,105,3,999,0,1,1.4,93.07354087,-49.32559708,3.701653739,5194.204082,0
58,5,2,3,0,2,0,1,4,2,565,3,999,0,1,1.4,93.87225206,-46.68932222,6.056938603,5090.021619,0
49,7,0,1,0,0,0,1,4,2,138,2,999,0,1,1.4,93.27153165,-34.71640868,3.601262601,5056.519347,0
55,9,3,5,1,0,0,1,4,2,667,3,999,0,1,1.4,92.96560449,-38.88346111,2.280234577,5234.063075,0
58,5,1,1,0,2,0,1,4,2,3183,2,999,0,1,1.4,93.60746349,-34.54776943,4.863684485,5170.328804,1
34,0,2,4,0,0,0,1,4,2,406,2,999,0,1,1.4,92.54564924,-44.54786008,5.923567257,4948.297297,0
29,1,0,0,1,0,0,1,4,2,243,2,999,0,1,1.4,92.7514635,-42.52662117,4.106900039,5199.799383,0
46,11,1,0,1,2,0,1,4,2,110,3,999,0,1,1.4,93.88687366,-49.97524104,6.054318615,5160.996219,0
38,1,1,1,1,0,0,1,4,2,113,5,999,0,1,1.4,94.01091046,-44.76852497,7.477032199,5085.406136,0
27,9,2,5,0,2,0,1,4,2,174,8,999,0,1,1.4,93.60667465,-35.08551406,2.911546427,5202.260531,0
39,6,0,3,0,2,0,1,4,2,529,4,999,0,1,1.4,93.28724755,-47.51732225,6.837072881,5229.35441,0
60,5,0,0,1,2,0,1,4,2,45,2,999,0,1,1.4,93.8759164,-33.01875594,2.698669693,5111.324874,0
42,1,1,0,1,0,0,1,4,2,75,5,999,0,1,1.4,93.60271101,-41.35183359,4.148568952,5112.911685,0
35,1,1,0,1,2,2,1,4,2,122,6,999,0,1,1.4,93.89681225,-40.71311467,3.773207554,5191.727872,0
31,7,2,1,0,0,0,1,4,0,422,6,999,0,1,1.4,94.24365856,-50.50202673,3.064620897,5152.590286,1
34,1,1,0,0,0,0,1,4,0,381,3,999,0,1,1.4,92.61198669,-35.46309909,3.717717358,5116.89286,0
38,1,2,1,1,2,0,1,4,0,856,2,999,0,1,1.4,93.1973934,-38.86046253,2.975668983,5125.011335,1
39,7,1,0,1,0,0,1,4,0,97,2,999,0,1,1.4,93.78178508,-39.76435481,2.24092438,5258.866486,0
33,7,1,1,0,0,0,1,4,0,59,4,999,0,1,1.4,93.52081905,-40.36471896,2.948655077,5089.361686,0
34,0,1,4,0,0,0,1,4,0,198,2,999,0,1,1.4,93.3745402,-38.97609312,3.945475552,5232.567292,0
32,4,1,4,0,0,0,1,4,0,80,4,999,0,1,1.4,93.8083903,-42.65637195,3.564008946,5151.968083,0
29,0,2,1,0,0,0,1,4,0,433,4,999,0,1,1.4,93.67008354,-41.93947826,4.379093436,5138.805027,0
44,1,1,0,0,2,0,1,4,0,159,2,999,0,1,1.4,94.06628091,-46.40422917,6.755748366,5048.902364,0
50,0,1,1,0,0,0,1,4,0,513,3,999,0,1,1.4,93.38895673,-37.7709406,2.675127434,5255.441994,0
59,3,1,0,0,0,0,1,4,0,207,3,999,0,1,1.4,92.85636029,-43.11181711,5.492158755,5120.516806,0
26,0,1,1,0,0,0,1,4,0,120,6,999,0,1,1.4,92.74678417,-42.9967424,1.720040732,5087.252751,0
29,7,1,1,0,2,2,1,4,0,121,4,999,0,1,1.4,93.6563641,-39.77355204,2.140496302,5158.800897,0
34,0,1,1,0,2,0,1,4,0,95,1,999,0,1,1.4,92.48189887,-40.61240934,2.997548982,5152.69193,0
39,6,1,0,1,0,2,1,4,0,213,1,999,0,1,1.4,93.74408702,-37.85594625,6.782406758,5167.718592,0
24,9,2,0,0,0,0,1,4,0,111,3,999,0,1,1.4,94.09742064,-42.56429362,4.174139339,5132.505458,0
34,1,1,0,0,0,0,1,4,0,302,2,999,0,1,1.4,93.66185224,-46.56152239,6.19876707,5165.282005,0
37,0,1,1,0,0,0,1,4,0,212,1,999,0,1,1.4,93.91649407,-53.39304201,4.055494503,5135.004507,0
27,6,2,4,0,0,0,1,4,0,911,1,999,0,1,1.4,93.92124004,-35.47776483,1.851387288,5161.103735,1
30,9,1,1,0,0,0,1,4,0,154,6,999,0,1,1.4,94.65070487,-42.12059354,1.091992515,5200.575238,0
58,7,1,1,0,0,0,1,4,0,181,1,999,0,1,1.4,93.37517623,-42.913564,2.590977112,5309.255874,0
58,7,1,1,0,2,0,1,4,0,32,1,999,0,1,1.4,93.43136282,-36.89671307,4.775033822,5340.61497,0
40,7,1,1,0,0,0,1,4,0,392,4,999,0,1,1.4,92.84869459,-33.65417031,7.098570878,5232.327482,0
37,1,1,0,1,0,0,1,4,0,124,2,999,0,1,1.4,94.3294581,-43.30269879,1.27158855,5078.55361,0
40,4,1,0,0,2,2,1,4,0,162,1,999,0,1,1.4,93.46083141,-41.78567936,2.708692176,5241.327482,0
33,9,2,3,0,0,0,1,4,0,634,2,999,0,1,1.4,93.59422367,-38.77955619,3.033143338,5133.950311,0
32,7,2,1,0,0,0,1,4,0,79,1,999,0,1,1.4,92.64947338,-50.53760628,6.237881535,5104.908943,0
34,0,2,0,0,2,0,1,4,0,148,5,999,0,1,1.4,93.05563035,-45.24156682,3.073546099,5121.09043,0
27,0,2,3,0,2,2,1,4,0,103,1,999,0,1,1.4,93.77107751,-37.2280062,1.921074298,5242.88253,0
27,0,2,3,0,2,2,1,4,0,141,1,999,0,1,1.4,93.11746568,-41.53316893,4.263808728,5191.503456,0
27,6,2,4,0,2,0,1,4,0,244,2,999,0,1,1.4,93.71265421,-40.01029373,7.834841689,5078.516401,0
36,1,2,0,0,2,0,1,4,0,250,8,999,0,1,1.4,93.60292831,-47.31952648,5.702730928,5187.85551,0
42,0,2,1,0,0,0,1,4,0,140,2,999,0,1,1.4,93.68586857,-40.43083402,4.271575037,5185.682838,0
51,7,1,1,0,1,1,1,4,0,133,5,999,0,1,1.4,93.33865077,-43.22133265,3.349120505,5191.426787,0
30,1,1,0,1,0,0,1,4,0,191,28,999,0,1,1.4,93.01811388,-38.79552709,-0.524912359,5152.761661,0
28,1,1,1,0,0,0,1,4,0,216,1,999,0,1,1.4,93.67953958,-41.61865279,4.612152415,5141.102682,0
58,9,1,0,1,2,2,1,4,0,269,1,999,0,1,1.4,94.37078139,-50.21217871,3.554631631,5143.311403,0
29,1,1,5,1,0,0,1,4,0,139,2,999,0,1,1.4,94.00623696,-39.16160075,2.68132325,5185.734057,0
35,9,2,3,0,0,0,1,4,0,397,1,999,0,1,1.4,93.64928356,-40.8597001,4.389844394,5134.239127,0
